Dropoff Community Area,Ride Date,Total Number of Rides,Average Ride Length
44,02/18/2014,11,8.927272727272728
44,02/18/2015,13,8.03846153846154
44,10/28/2014,14,6.8999999999999995
44,10/28/2013,10,4.3100000000000005
44,02/18/2016,16,7.9925
44,02/18/2017,10,9.55
44,08/13/2013,7,4.4714285714285715
44,08/13/2014,9,6.499999999999999
44,03/23/2014,10,5.930000000000001
44,03/23/2013,5,16.9
44,03/23/2017,5,9.1
44,03/23/2016,14,9.450000000000001
44,03/23/2015,14,8.157142857142857
44,11/30/2013,8,2.7
44,08/03/2013,2,20.55
44,10/15/2013,9,6.088888888888889
44,08/03/2014,15,6.886666666666666
44,08/03/2015,10,5.63
44,10/15/2016,31,7.774193548387096
44,06/12/2017,3,7.533333333333334
44,06/12/2016,12,7.5
44,11/30/2016,13,9.107692307692307
44,10/15/2014,8,13.962500000000002
44,11/30/2015,13,6.038461538461538
44,10/15/2015,46,6.106521739130436
44,11/30/2014,11,8.672727272727272
44,02/08/2013,10,4.07
44,06/12/2013,4,45.474999999999994
44,02/08/2014,12,4.125
44,06/12/2015,19,6.889473684210526
44,06/12/2014,11,7.945454545454544
44,02/08/2017,7,4.288571428571428
44,08/03/2016,12,6.216666666666668
44,02/08/2015,17,5.741176470588235
44,02/08/2016,11,7.681818181818182
44,05/27/2017,7,16.369999999999997
44,05/27/2016,11,7.745454545454546
44,05/27/2015,16,7.8999999999999995
44,05/27/2014,13,6.738461538461538
44,05/27/2013,2,19.7
44,12/19/2016,4,11.325
44,12/19/2014,32,3.4937500000000004
44,12/19/2015,7,11.77142857142857
44,12/19/2013,15,4.326666666666667
44,05/17/2015,9,6.211111111111112
44,05/17/2014,10,5.76
44,05/17/2017,10,5.21
44,11/10/2016,4,9.86
44,05/17/2016,7,5.528571428571429
44,11/10/2014,7,7.871428571428572
44,06/22/2014,17,9.28235294117647
44,11/10/2015,8,5.887499999999999
44,06/22/2013,4,7.825
44,11/10/2013,8,7.9125
44,06/22/2017,5,9.559999999999999
44,06/22/2016,9,7.422222222222222
44,06/22/2015,10,9.370000000000001
44,12/09/2013,13,6.856153846153846
44,12/09/2014,15,6.993333333333331
44,12/09/2015,12,4.933333333333334
44,12/09/2016,6,5.599999999999999
44,03/03/2017,12,8.233333333333333
44,03/03/2015,15,6.113333333333334
44,03/03/2016,18,4.911111111111111
44,05/17/2013,4,9.125
44,03/03/2013,2,3.8000000000000003
44,03/03/2014,11,6.6090909090909085
44,02/20/2017,7,7.371428571428572
44,02/20/2013,6,11.550000000000002
44,02/20/2014,16,7.6625
44,02/20/2015,20,8.435
44,02/20/2016,14,5.907142857142857
44,04/08/2016,16,7.593749999999999
44,11/22/2015,13,8.092307692307692
44,04/08/2015,14,4.1
44,11/22/2016,7,6.871428571428572
44,04/08/2014,17,6.629411764705885
44,11/22/2013,15,7.2733333333333325
44,11/22/2014,16,5.124999999999999
44,04/08/2013,8,13.0875
44,12/16/2013,9,4.133333333333333
44,12/16/2014,13,10.969230769230771
44,12/16/2015,14,5.802142857142857
44,12/16/2016,5,3.6
44,06/14/2016,2,0.75
44,06/14/2017,5,7.26
44,06/14/2014,20,7.305
44,06/14/2015,12,9.291666666666668
44,06/14/2013,7,5.442857142857143
44,07/08/2013,6,4.016666666666667
44,07/17/2013,3,1.9666666666666666
44,07/17/2015,10,5.180000000000001
44,07/17/2014,16,6.731250000000001
44,07/17/2017,2,3.15
44,07/17/2016,3,2.8666666666666667
44,04/01/2013,6,21.666666666666668
44,04/01/2015,17,7.064705882352941
44,04/01/2014,11,4.082727272727273
44,04/01/2017,9,6.002222222222222
44,04/01/2016,17,7.2705882352941185
44,07/01/2013,10,3.6800000000000006
44,07/01/2014,19,7.23421052631579
44,07/01/2017,11,9.405454545454544
44,07/01/2015,11,8.50909090909091
44,07/01/2016,24,12.167083333333336
44,03/14/2014,10,3.329999999999999
44,03/14/2013,12,27.316666666666666
44,03/14/2016,12,7.283333333333332
44,03/14/2015,20,7.555
44,03/14/2017,5,6.679999999999998
44,04/17/2013,2,6.55
44,04/17/2014,16,9.8625
44,11/13/2016,4,5.775
44,11/13/2015,9,9.223333333333334
44,01/01/2017,13,10.238461538461538
44,12/07/2015,13,5.853846153846154
44,12/07/2016,7,10.371428571428575
44,12/07/2013,9,4.928888888888888
44,01/01/2013,4,26.625
44,12/07/2014,17,6.294117647058823
44,01/01/2014,6,12.35
44,01/01/2015,15,6.359999999999999
44,01/01/2016,14,7.2142857142857135
44,03/05/2013,3,4.966666666666667
44,03/05/2014,16,6.455000000000001
44,12/25/2016,6,3.5
44,12/25/2015,10,5.45
44,03/05/2015,8,4.991249999999999
44,03/05/2016,11,8.515454545454546
44,03/05/2017,5,6.619999999999999
44,08/04/2014,13,5.88846153846154
44,08/04/2013,4,4.775
44,08/04/2016,7,9.771428571428572
44,08/04/2015,13,6.369230769230769
44,07/08/2014,18,5.550555555555554
44,07/08/2015,9,8.966666666666665
44,07/08/2016,12,15.566666666666668
44,07/08/2017,5,8.6
44,04/17/2015,10,3.9400000000000004
44,04/17/2016,13,5.792307692307693
44,04/17/2017,8,4.8175
44,01/17/2017,6,7.733333333333333
44,11/29/2013,15,3.8953333333333338
44,01/17/2016,7,1.385714285714286
44,11/29/2014,11,7.627272727272728
44,01/17/2015,12,8.566666666666668
44,11/29/2015,8,4.8125
44,01/17/2014,12,6.858333333333332
44,01/17/2013,3,6.566666666666666
44,11/29/2016,12,6.375
44,10/26/2015,11,5.852727272727273
44,05/04/2016,17,11.970588235294118
44,05/04/2017,8,5.2875
44,10/26/2014,10,3.4799999999999995
44,10/26/2016,10,7.299999999999999
44,05/04/2013,6,28.416666666666668
44,05/04/2014,15,10.213333333333335
44,10/26/2013,8,9.025
44,05/04/2015,16,5.968750000000001
44,01/08/2017,5,12.06
44,01/08/2016,10,11.219999999999999
44,01/08/2013,5,8.1
44,12/25/2014,12,5.216666666666666
44,01/08/2015,9,7.155555555555556
44,01/08/2014,15,8.873333333333335
44,12/25/2013,6,4.1033333333333335
44,04/08/2017,9,12.321111111111112
44,11/13/2014,13,8.938461538461539
44,11/13/2013,8,3.7
44,11/04/2013,5,4.7
44,11/04/2014,12,9.8225
44,04/26/2017,8,10.887500000000001
44,11/04/2015,4,5.05
44,11/04/2016,5,15.1
44,04/26/2015,14,7.535714285714286
44,04/26/2016,8,4.4750000000000005
44,04/26/2013,10,22.270000000000003
44,04/26/2014,22,6.422727272727275
44,01/10/2016,11,5.447272727272726
44,01/10/2015,15,5.626666666666667
44,01/10/2017,3,3.266666666666667
44,01/10/2014,5,3.78
44,01/10/2013,5,29.28
44,11/06/2016,6,6.050000000000001
44,11/06/2015,21,5.257142857142857
44,11/06/2014,15,7.686666666666667
44,11/06/2013,11,5.52
44,05/18/2014,10,9.657
44,05/18/2013,5,4.9799999999999995
44,10/19/2016,5,8.559999999999999
44,10/19/2014,14,9.471428571428572
44,10/19/2015,31,4.361290322580645
44,10/19/2013,11,6.954545454545454
44,10/12/2013,6,11.749999999999998
44,10/12/2014,15,5.386666666666667
44,05/18/2016,12,6.125
44,05/18/2015,10,6.140000000000001
44,05/18/2017,5,5.811999999999999
44,08/29/2016,4,2.9000000000000004
44,08/29/2014,17,5.81764705882353
44,08/29/2015,11,6.790909090909093
44,08/29/2013,5,5.720000000000001
44,02/02/2017,4,10.3
44,02/02/2014,7,3.985714285714286
44,02/02/2013,4,4.3500000000000005
44,02/02/2016,10,6.35
44,02/02/2015,7,7.957142857142857
44,10/12/2015,14,6.250000000000001
44,10/12/2016,7,11.485714285714286
44,06/05/2017,7,2.8485714285714288
44,06/05/2016,6,3.516666666666666
44,06/05/2013,2,14.5
44,03/30/2013,21,2.5571428571428574
44,03/30/2014,10,4.4799999999999995
44,06/05/2015,46,4.482608695652176
44,06/05/2014,16,4.41875
44,03/30/2017,10,11.87
44,03/30/2015,10,4.890000000000001
44,03/30/2016,10,7.890000000000002
44,01/15/2017,5,4.4
44,01/15/2016,9,5.311111111111112
44,09/14/2013,6,5.703333333333333
44,09/14/2014,10,8.290000000000001
44,02/27/2016,3,10.466666666666667
44,02/27/2017,3,9.633333333333333
44,09/14/2015,12,7.600000000000001
44,09/14/2016,4,2.6999999999999997
44,02/27/2014,7,6.985714285714287
44,02/27/2015,21,7.2523809523809515
44,02/27/2013,7,5.728571428571429
44,08/20/2013,2,5.95
44,08/20/2014,8,9.8
44,08/20/2015,9,7.877777777777778
44,08/20/2016,6,7.816666666666667
44,07/10/2013,4,33.9
44,07/10/2014,11,3.7090909090909094
44,07/10/2015,10,5.33
44,07/10/2016,13,15.869230769230771
44,07/10/2017,3,8.686666666666667
44,01/15/2013,3,9.033333333333333
44,01/15/2015,9,4.144444444444444
44,01/15/2014,12,5.527500000000001
44,05/11/2013,4,7.0249999999999995
44,05/11/2014,12,6.000000000000001
44,05/11/2015,17,6.323529411764705
44,05/11/2016,14,5.778571428571429
44,05/11/2017,9,5.0055555555555555
44,06/23/2016,10,5.529999999999999
44,06/23/2017,8,4.085000000000001
44,06/23/2013,6,2.111666666666667
44,06/23/2014,7,2.4214285714285713
44,06/23/2015,14,3.4785714285714286
44,04/24/2015,11,4.7272727272727275
44,04/24/2016,11,7.790909090909091
44,04/24/2017,3,2.4333333333333336
44,07/15/2013,5,6.720000000000001
44,07/15/2014,8,5.575000000000001
44,07/15/2015,5,9.26
44,07/15/2016,14,23.642857142857146
44,04/24/2013,4,1.875
44,04/24/2014,17,7.858823529411764
44,07/15/2017,11,9.62
44,08/27/2014,14,7.100000000000001
44,08/27/2015,13,11.73076923076923
44,08/27/2016,12,6.439166666666665
44,08/02/2016,17,5.982352941176471
44,08/02/2015,15,4.894666666666667
44,08/27/2013,5,0.6599999999999999
44,08/02/2014,14,7.821428571428571
44,08/02/2013,6,3.7000000000000006
44,03/28/2015,17,7.611764705882353
44,03/28/2014,12,4.3133333333333335
44,03/28/2013,3,1.9666666666666668
44,02/22/2014,11,7.154545454545453
44,02/22/2013,7,9.799999999999999
44,02/22/2016,8,11.5875
44,02/22/2015,11,7.636363636363637
44,02/22/2017,13,5.223076923076923
44,04/06/2014,13,3.992307692307693
44,04/06/2013,7,4.942857142857143
44,04/06/2016,11,8.163636363636364
44,04/06/2015,10,10.02
44,04/06/2017,7,4.7
44,05/09/2017,11,9.55090909090909
44,11/15/2016,6,8.4
44,11/15/2015,16,7.118750000000001
44,11/15/2014,23,7.491304347826088
44,11/15/2013,10,2.685
44,12/14/2015,10,16.43
44,12/14/2016,13,7.492307692307692
44,12/14/2013,11,7.136363636363637
44,12/14/2014,11,7.218181818181819
44,06/21/2016,8,7.0625
44,06/21/2017,9,4.847777777777777
44,06/21/2014,12,5.447500000000001
44,06/21/2015,11,9.663636363636364
44,06/21/2013,5,3.6
44,12/23/2013,15,3.8686666666666665
44,12/23/2014,11,5.654545454545454
44,12/23/2015,13,6.592307692307693
44,12/23/2016,13,7.397692307692309
44,05/22/2017,5,5.54
44,05/22/2016,2,1.5499999999999998
44,05/22/2015,13,8.569230769230767
44,05/09/2013,6,14.75
44,05/22/2014,19,5.290000000000001
44,05/09/2014,21,5.523809523809525
44,05/22/2013,6,0.9333333333333332
44,05/09/2015,12,7.75
44,05/09/2016,9,6.022222222222222
44,04/03/2015,20,4.1899999999999995
44,09/30/2014,11,9.063636363636364
44,04/03/2014,19,8.147368421052633
44,09/30/2013,4,15.684999999999999
44,09/30/2016,10,5.720000000000001
44,04/03/2013,8,9.4875
44,09/30/2015,13,6.56923076923077
44,04/03/2017,8,7.07875
44,04/03/2016,9,6.788888888888889
44,02/09/2017,12,5.386666666666667
44,02/09/2016,12,7.208333333333332
44,02/09/2015,20,7.2299999999999995
44,07/19/2013,1,10.6
44,02/09/2014,12,6.25
44,02/09/2013,5,3.4800000000000004
44,05/29/2016,10,3.17
44,05/29/2015,11,4.50909090909091
44,05/29/2017,3,5.3
44,05/29/2014,13,4.2384615384615385
44,05/29/2013,7,5.2714285714285705
44,07/19/2017,11,6.645454545454546
44,07/19/2016,5,5.86
44,07/19/2015,20,8.4805
44,07/19/2014,16,9.53125
44,01/31/2016,7,6.5857142857142845
44,09/16/2014,9,4.122222222222222
44,09/16/2013,7,2.8285714285714283
44,01/31/2017,6,8.05
44,01/31/2014,7,4.045714285714285
44,09/16/2016,3,4.2
44,01/31/2015,22,5.045454545454545
44,09/16/2015,13,6.361538461538462
44,01/31/2013,7,3.528571428571428
44,10/30/2015,24,11.033333333333333
44,10/30/2016,8,5.95375
44,10/30/2013,11,2.7818181818181817
44,10/30/2014,14,6.3500000000000005
44,07/03/2013,12,7.089166666666667
44,07/03/2014,20,5.1549999999999985
44,07/03/2015,16,6.543749999999998
44,07/03/2016,11,8.500000000000002
44,07/03/2017,14,6.428571428571428
44,06/07/2017,7,4.405714285714287
44,06/07/2016,7,6.442857142857144
44,06/07/2015,18,9.06111111111111
44,06/07/2014,12,6.333333333333333
44,06/07/2013,8,8.3875
44,02/13/2013,10,4.76
44,02/13/2014,17,5.247058823529412
44,02/13/2015,24,5.891666666666667
44,02/13/2016,12,6.541666666666667
44,02/13/2017,9,6.481111111111111
44,07/12/2014,11,4.327272727272727
44,07/12/2013,1,4.5
44,07/12/2016,8,3.0
44,10/17/2016,26,7.057692307692307
44,09/07/2015,8,5.0625
44,07/12/2015,13,5.576923076923077
44,09/07/2016,13,5.93076923076923
44,07/12/2017,6,6.111666666666667
44,10/17/2013,3,0.5000000000000001
44,10/17/2014,15,9.066666666666666
44,09/07/2013,13,4.074615384615385
44,10/17/2015,17,4.864705882352942
44,09/07/2014,12,8.675
44,03/25/2017,12,6.416666666666668
44,03/25/2013,8,10.2875
44,03/25/2014,5,13.680000000000001
44,03/25/2015,13,5.300000000000001
44,03/25/2016,17,7.347058823529412
44,02/29/2016,18,8.105555555555556
44,10/10/2015,16,6.9750000000000005
44,10/10/2016,3,1.8333333333333333
44,10/10/2013,7,6.357142857142857
44,10/10/2014,18,7.766666666666666
44,01/24/2017,5,10.14
44,01/24/2016,8,9.4875
44,01/24/2015,17,4.541176470588235
44,01/24/2014,18,5.221666666666668
44,08/11/2014,6,3.476666666666666
44,08/11/2013,4,5.725
44,08/11/2016,13,6.915384615384615
44,08/11/2015,15,5.093333333333333
44,02/16/2014,15,11.38
44,02/16/2015,12,3.566666666666667
44,02/16/2013,8,18.275000000000002
44,02/06/2017,6,6.25
44,12/27/2016,3,6.866666666666667
44,12/27/2015,11,5.827272727272727
44,12/27/2014,10,9.059999999999999
44,12/27/2013,12,4.65
44,02/06/2013,6,5.4366666666666665
44,02/06/2014,16,5.993749999999999
44,02/06/2015,14,6.22142857142857
44,02/06/2016,13,6.984615384615385
44,06/30/2013,4,5.265
44,11/02/2015,14,7.292857142857144
44,06/30/2014,8,4.225
44,11/02/2016,10,5.35
44,06/30/2015,9,8.266666666666667
44,06/30/2016,9,6.788888888888889
44,06/30/2017,8,7.637500000000001
44,09/03/2016,13,5.923846153846155
44,12/30/2016,8,9.38125
44,09/03/2015,16,3.8625
44,12/30/2015,11,2.618181818181818
44,12/30/2014,16,7.825
44,12/30/2013,12,5.158333333333334
44,07/26/2013,6,7.383333333333333
44,07/26/2017,6,3.6333333333333333
44,07/26/2016,8,4.550000000000001
44,07/26/2015,7,4.242857142857143
44,09/03/2014,13,4.2153846153846155
44,09/03/2013,8,3.3375
44,07/26/2014,6,5.933333333333334
44,04/10/2016,11,4.836363636363635
44,04/10/2017,6,16.640000000000004
44,10/03/2015,10,7.42
44,10/03/2016,13,3.8230769230769233
44,10/03/2013,9,4.156666666666667
44,10/03/2014,15,5.506666666666667
44,04/10/2014,17,8.3
44,04/10/2015,11,8.91818181818182
44,04/10/2013,3,19.2
44,12/20/2013,10,21.28
44,12/20/2015,19,6.578947368421053
44,11/02/2013,10,7.209999999999998
44,11/02/2014,22,5.399999999999999
44,12/20/2014,27,4.81851851851852
44,12/20/2016,6,6.983333333333334
44,05/25/2016,12,10.266666666666667
44,05/25/2015,6,6.2
44,05/25/2017,9,9.37
44,05/25/2014,12,3.983333333333333
44,05/25/2013,3,6.1000000000000005
44,07/06/2016,5,9.680000000000001
44,07/06/2017,9,5.576666666666666
44,07/06/2014,20,5.074999999999999
44,07/06/2015,14,5.935714285714285
44,07/06/2013,4,12.7
44,08/18/2015,8,3.5375000000000005
44,08/18/2014,5,9.080000000000002
44,08/18/2013,4,7.35
44,03/21/2014,12,5.948333333333334
44,03/21/2013,6,11.316666666666665
44,03/21/2016,10,8.55
44,03/21/2015,20,6.58
44,08/18/2016,7,8.014285714285714
44,03/21/2017,11,8.663636363636362
44,05/02/2013,9,16.51111111111111
44,05/02/2016,8,4.624999999999999
44,05/02/2017,11,11.836363636363636
44,05/02/2014,26,7.62346153846154
44,05/02/2015,16,10.2375
44,08/31/2016,8,6.34875
44,08/31/2015,12,9.565833333333334
44,08/31/2014,17,11.808235294117647
44,08/31/2013,7,2.1714285714285713
44,02/16/2016,9,10.5
44,02/16/2017,8,5.1625
44,10/23/2016,9,4.677777777777778
44,10/23/2015,10,10.06
44,01/24/2013,6,5.3999999999999995
44,09/23/2014,7,16.771428571428572
44,09/23/2013,2,3.8
44,09/23/2016,11,11.518181818181818
44,09/23/2015,20,8.44
44,03/28/2017,9,7.2666666666666675
44,03/28/2016,12,3.7416666666666667
44,10/23/2014,15,7.473333333333334
44,07/29/2014,4,19.525
44,10/23/2013,8,8.5025
44,07/29/2013,8,11.0625
44,07/29/2016,9,5.111111111111112
44,07/29/2015,12,5.033333333333333
44,07/29/2017,2,20.5
44,11/17/2013,10,6.45
44,11/17/2014,22,9.736363636363636
44,11/17/2015,16,5.0375000000000005
44,11/17/2016,11,11.600000000000001
44,03/02/2013,6,2.783333333333333
44,08/07/2013,3,38.0
44,03/02/2015,18,5.0888888888888895
44,08/07/2014,17,5.304705882352942
44,08/07/2015,18,6.116666666666666
44,03/02/2014,11,7.7727272727272725
44,08/07/2016,10,6.279999999999999
44,03/02/2017,15,9.413333333333334
44,03/02/2016,12,10.66666666666667
44,04/30/2013,4,74.775
44,04/30/2017,4,7.5249999999999995
44,04/30/2016,14,5.440714285714286
44,04/30/2015,14,6.621428571428571
44,04/30/2014,12,3.6750000000000003
44,09/02/2013,5,3.1000000000000005
44,09/02/2014,10,4.45
44,09/02/2015,10,6.51
44,09/02/2016,16,7.806250000000001
44,01/13/2017,3,7.066666666666667
44,02/24/2016,12,8.525
44,01/13/2016,10,2.83
44,02/24/2015,9,5.433333333333334
44,02/24/2014,20,4.92
44,01/13/2015,13,8.63076923076923
44,02/24/2013,8,2.8625000000000007
44,01/13/2014,7,4.528571428571429
44,02/24/2017,13,8.791538461538462
44,10/06/2013,19,7.35263157894737
44,09/18/2016,6,6.666666666666667
44,10/06/2015,13,7.1692307692307695
44,09/18/2015,16,6.187499999999999
44,10/06/2014,10,8.96
44,01/13/2013,4,0.25
44,09/18/2014,13,6.0699999999999985
44,10/06/2016,5,12.639999999999999
44,09/18/2013,5,5.29
44,06/11/2015,23,8.786956521739128
44,06/11/2016,11,7.154545454545455
44,06/11/2017,9,9.533333333333333
44,06/11/2013,5,10.399999999999999
44,06/11/2014,12,9.0
44,06/26/2017,4,5.4
44,06/26/2015,16,8.5375
44,05/15/2017,9,10.700000000000001
44,06/26/2016,8,4.2124999999999995
44,05/15/2016,6,6.783333333333334
44,05/15/2015,19,4.273684210526316
44,06/26/2013,7,8.6
44,06/26/2014,10,4.62
44,05/15/2014,14,6.0357142857142865
44,05/15/2013,6,4.516666666666667
44,08/15/2013,3,16.599999999999998
44,08/15/2014,18,7.888888888888889
44,08/15/2015,27,5.869259259259259
44,08/15/2016,13,3.8461538461538463
44,04/22/2017,4,6.224999999999999
44,07/21/2016,8,6.8375
44,07/21/2015,14,4.914285714285714
44,07/21/2014,9,4.97
44,07/21/2013,4,10.2
44,04/22/2015,8,2.5875000000000004
44,04/22/2016,5,6.94
44,04/22/2013,7,7.057142857142858
44,04/22/2014,10,6.92
44,07/21/2017,3,8.633333333333333
44,04/28/2014,13,7.976923076923078
44,04/28/2013,4,0.55
44,09/10/2013,10,5.209999999999999
44,09/10/2014,7,4.5
44,09/10/2015,13,8.146153846153847
44,09/10/2016,5,8.639999999999999
44,01/21/2013,3,3.4
44,01/21/2014,6,8.3
44,01/21/2015,11,8.840909090909092
44,01/21/2016,9,5.666666666666668
44,01/21/2017,9,5.644444444444445
44,01/30/2017,7,12.557142857142855
44,09/20/2016,8,6.362500000000001
44,09/20/2015,15,9.593333333333332
44,09/20/2014,18,5.518888888888889
44,01/30/2014,8,5.325000000000001
44,09/20/2013,5,7.42
44,01/30/2013,9,18.422222222222224
44,01/30/2016,11,4.754545454545454
44,01/30/2015,12,6.083333333333335
44,08/24/2013,5,6.446
44,08/24/2014,12,5.95
44,06/10/2013,4,4.15
44,06/10/2017,4,9.675
44,06/10/2016,13,4.761538461538462
44,06/10/2015,9,6.722222222222222
44,06/10/2014,8,5.050000000000001
44,08/24/2015,12,6.466666666666668
44,08/24/2016,7,8.177142857142858
44,10/24/2013,5,9.580000000000002
44,10/24/2014,17,5.6764705882352935
44,08/25/2016,7,5.2714285714285705
44,10/24/2015,13,5.230769230769231
44,05/06/2016,13,7.238461538461539
44,05/06/2017,7,7.7628571428571425
44,05/06/2014,15,7.026666666666667
44,05/06/2015,10,5.6000000000000005
44,06/03/2013,4,6.3
44,08/25/2014,8,5.762499999999999
44,06/03/2017,4,6.424999999999999
44,06/03/2016,15,5.9079999999999995
44,08/25/2015,7,3.442857142857143
44,06/03/2015,12,5.555833333333333
44,06/03/2014,18,3.9511111111111106
44,08/25/2013,4,4.500000000000001
44,04/12/2014,17,6.858823529411764
44,04/12/2015,10,5.9
44,04/12/2016,15,7.619999999999999
44,04/12/2017,5,9.02
44,05/23/2016,2,2.15
44,05/23/2015,12,6.974999999999999
44,05/23/2014,21,8.21238095238095
44,04/12/2013,7,4.6000000000000005
44,05/23/2013,6,2.8833333333333333
44,05/23/2017,5,10.788
44,06/01/2014,19,5.335789473684209
44,06/01/2015,10,6.02
44,06/01/2013,4,9.6
44,06/01/2016,9,9.600000000000001
44,06/01/2017,9,6.145555555555556
44,05/08/2017,3,5.766666666666667
44,05/08/2016,9,6.033333333333333
44,10/24/2016,7,8.3
44,03/17/2013,3,3.4333333333333336
44,03/17/2014,16,10.727500000000001
44,03/17/2015,7,8.614285714285714
44,01/03/2014,12,5.266666666666667
44,01/03/2013,8,13.412499999999998
44,11/11/2016,6,9.666666666666668
44,11/11/2015,6,10.316666666666668
44,11/11/2014,11,6.163636363636363
44,11/11/2013,10,4.55
44,03/27/2017,6,8.326666666666666
44,03/27/2015,11,9.0
44,03/27/2016,14,4.3
44,09/12/2015,14,11.885714285714286
44,03/27/2013,3,1.7999999999999998
44,03/27/2014,11,9.390909090909092
44,09/12/2016,8,6.512499999999999
44,09/12/2013,7,7.438571428571429
44,09/12/2014,8,9.287500000000001
44,01/03/2016,10,6.76
44,01/03/2015,18,8.461111111111112
44,01/03/2017,7,12.285714285714286
44,03/17/2016,21,6.323809523809524
44,03/17/2017,11,12.075454545454544
44,05/06/2013,8,21.725
44,08/17/2015,14,6.028571428571429
44,08/17/2016,8,5.4624999999999995
44,08/17/2013,1,0.5
44,08/17/2014,11,5.572727272727273
44,10/29/2013,9,10.555555555555557
44,10/29/2014,6,10.683333333333335
44,10/29/2015,10,6.01
44,10/29/2016,8,9.55
44,05/16/2017,9,5.723333333333334
44,05/16/2013,3,43.96666666666667
44,05/16/2014,10,9.52
44,05/16/2015,18,6.166666666666667
44,05/16/2016,10,16.839999999999996
44,11/01/2015,22,7.095454545454545
44,11/01/2014,14,5.414285714285714
44,11/01/2016,5,8.139999999999999
44,12/18/2013,13,13.799230769230773
44,12/18/2014,16,6.9125000000000005
44,03/12/2017,15,7.459999999999999
44,03/12/2016,11,5.2727272727272725
